SNP position	P	Odds ratio	gene	product
1136762	3.18E-05	0.6691272	-	LicB-family membrane protein
894385	3.19E-05	0	-	amino acid permease
487809	3.19E-05	0	-	hypothetical protein
895928	3.19E-05	0	lmb	laminin binding protein
483310	3.19E-05	0	intergenic	n/a
1126147	3.25E-05	0.4992039	-	hypothetical protein
2089539	3.25E-05	0.620143	-	hypothetical protein
452266	3.28E-05	0.09163987	-	type I restriction-modification system R protein
451383	3.33E-05	1.92557	-	type I restriction-modification system R protein
891262	3.45E-05	0.6013482	-	hypothetical protein
227887	3.48E-05	1.181446	ruvB	Holliday junction DNA helicase RuvB
867422	3.58E-05	1.955616	dgk	diacylglycerol kinase
505215	3.64E-05	1.150483	pheS	phenylalanyl-tRNA synthetase subunit alpha
402081	3.69E-05	0.2424236	ilvC	ketol-acid reductoisomerase
1361275	3.71E-05	2.021656	intergenic	n/a
1612116	3.73E-05	Inf	recR	recombination protein RecR
366180	3.76E-05	1.959854	spi	signal peptidase I
987769	3.78E-05	0.3887275	intergenic	n/a
2175784	3.78E-05	2.092556	intergenic	n/a
1574202	3.82E-05	1.305185	-	sensor histidine kinase protein
1945874	3.83E-05	1.460636	engC	ribosome-associated GTPase
1574286	3.84E-05	1.426455	-	sensor histidine kinase protein
487562	3.88E-05	Inf	-	hypothetical protein
1168809	3.91E-05	2.750457	gdh	glutamate dehydrogenase
707998	3.91E-05	2.750457	pepN	lysyl-aminopeptidase
1774218	3.92E-05	2.83792	-	GNAT family acetyltransferase
685173	3.97E-05	2.312407	-	hypothetical protein
1344615	4.01E-05	0.3629452	hemN	coproporphyrinogen III oxidase
671874	4.01E-05	1.771353	-	helicase
294220	4.08E-05	0.2248098	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase
1151212	4.09E-05	0.4229726	intergenic	n/a
339222	4.12E-05	0.8554028	gnd	6-phosphogluconate dehydrogenase
817992	4.26E-05	20.75798	-	ABC transporter permease
522779	4.26E-05	1.995271	-	hypothetical protein
1678723	4.27E-05	0.5469735	fmt	methionyl-tRNA formyltransferase
1829503	4.30E-05	4.566634	-	iron compound ABC transporter permease
2089550	4.38E-05	0.6480562	-	hypothetical protein
515351	4.42E-05	0.9767618	pnpA	polynucleotide phosphorylase/polyadenylase
77727	4.44E-05	1.641419	-	sugar phosphotransferase system (PTS),mannose/fructose/sorbose family, IID component
292079	4.50E-05	29.24547	pbpX	penicillin binding protein 2x
1642155	4.61E-05	0.5102974	alr	alanine racemase
1948982	4.67E-05	0.5595651	-	hypothetical protein
527410	4.71E-05	1.351714	intergenic	n/a
818299	4.72E-05	1.345841	-	ABC transporter permease
702367	4.73E-05	0.5656172	-	hypothetical protein
1972549	4.73E-05	1.310206	nusG	transcription antitermination protein NusG
272167	4.74E-05	18.01914	-	glycosylhydrolase
202351	4.74E-05	0.5067843	intergenic	n/a
605117	4.78E-05	0.7208847	-	GTPase
189590	4.80E-05	1.577298	nrdG	anaerobic ribonucleoside-triphosphate reductase activating protein
1681362	4.80E-05	0.6531251	priA	primosome assembly protein PriA
2040720	4.81E-05	0	-	ABC transporter ATP-binding protein
426040	4.81E-05	Inf	-	ABC transporter ATP-binding protein
291636	4.81E-05	Inf	ftsL	cell division protein
1427204	4.81E-05	Inf	atpG	F0F1 ATP synthase subunit gamma
534213	4.81E-05	Inf	-	glutamine-binding protein precursor
104786	4.81E-05	Inf	-	glycosyl transferase
966467	4.81E-05	Inf	obgE	GTPase ObgE
1357004	4.81E-05	1.511243	-	hypothetical protein
760443	4.81E-05	Inf	-	hypothetical protein
1357015	4.81E-05	Inf	-	hypothetical protein
1618160	4.81E-05	Inf	-	hypothetical protein
1617672	4.81E-05	Inf	-	hypothetical protein
643844	4.81E-05	0	-	metal transporting P-type ATPase
295030	4.81E-05	Inf	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase
427176	4.81E-05	Inf	-	transport protein
426741	4.81E-05	Inf	-	transport protein
427231	4.81E-05	Inf	-	transport protein
427297	4.81E-05	Inf	-	transport protein
1620771	4.81E-05	Inf	-	transport system permease
1620528	4.81E-05	Inf	-	transport system permease
1619940	4.81E-05	Inf	-	transport system permease
529021	4.81E-05	Inf	-	two-component system, sensor histidine kinase
529574	4.81E-05	Inf	intergenic	n/a
1411723	4.81E-05	1.012218	intergenic	n/a
671298	4.90E-05	1.171888	-	helicase
629968	4.90E-05	0.1077527	lysS	lysyl-tRNA synthetase
2100503	4.95E-05	2.422107	-	transketolase subunit
1161924	5.00E-05	6.476046	-	phosphohydrolase
1626253	5.05E-05	5.592254	-	oxidoreductase
2056416	5.12E-05	0.5572755	gpsA	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
2206390	5.22E-05	0.6121373	intergenic	n/a
755338	5.23E-05	0	parC	DNA topoisomerase IV subunit A
1687636	5.31E-05	0.6316616	-	hypothetical protein
1163775	5.41E-05	1.397694	rplS	50S ribosomal protein L19
1677548	5.43E-05	1.021581	-	ribosomal RNA small subunit methyltransferase
636769	5.46E-05	0.9092897	-	ABC transporter ATP-binding protein
702456	5.65E-05	3.174212	fabG	3-ketoacyl-ACP reductase
76580	5.87E-05	10.33322	-	sugar phosphotransferase system (PTS), sorbose subfamily, IIB component
667727	5.90E-05	0.5549201	-	glucose-specific phosphotransferase system (PTS), IIABC component
283761	5.90E-05	18.18987	ugl	unsaturated glucuronyl hydrolase
679416	6.02E-05	0.4340943	-	ABC transporter ATP-binding protein
1302404	6.03E-05	0.4097875	-	glycosyl transferase
2201138	6.21E-05	0.2670166	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
1679135	6.30E-05	1.05667	fmt	methionyl-tRNA formyltransferase
172093	6.33E-05	0.9917414	-	carboxypeptidase
400131	6.38E-05	0.6787655	alsS	acetolactate synthase catalytic subunit
518951	6.52E-05	0.6247201	cysS	cysteinyl-tRNA synthetase
736542	6.63E-05	5.532869	intergenic	n/a
502240	6.74E-05	1.552405	-	beta-glucoside-specific phosphotransferase system (PTS), IIABC component
1079216	6.88E-05	0.5282549	-	hemolysin-like protein
1472816	7.15E-05	1.248086	fms	peptide deformylase
507330	7.16E-05	1.122921	pheT	phenylalanyl-tRNA synthetase subunit beta
801853	7.34E-05	3.043384	dnaE	DNA polymerase III DnaE
872209	7.48E-05	0.6354101	rnr	exoribonuclease R
1579951	7.50E-05	0.7432198	-	hypothetical protein
1974475	7.52E-05	1.270362	pbp2A	penicillin-binding protein 2a
1298719	7.55E-05	0.410146	mecA	adaptor protein
385397	7.62E-05	7.640721	fabZ	(3R)-hydroxymyristoyl-ACP dehydratase
175893	7.62E-05	1.789163	uvrA	excinuclease ABC subunit A
618481	7.63E-05	0.8344755	murG	UDP diphospho-muramoyl pentapeptide beta-N acetylglucosaminyl transferase
227386	7.69E-05	0.1776049	intergenic	n/a
1948033	7.78E-05	1.015565	-	ABC transporter ATP-binding protein
1947970	7.94E-05	0.9775772	-	ABC transporter ATP-binding protein
399455	8.00E-05	2.455659	-	phosphatase
1105243	8.07E-05	2.651213	-	hypothetical protein
185944	8.11E-05	0.2840978	-	hypothetical protein
1880585	8.26E-05	1.527968	-	NADP-dependent L-serine/L-allo-threonine dehydrogenase
986960	8.27E-05	0.6901682	-	hypothetical protein
2105840	8.51E-05	0.1804566	-	hypothetical protein
281911	8.52E-05	20.04534	idnO	gluconate 5-dehydrogenase
281161	8.52E-05	20.04534	-	hypothetical protein
281398	8.52E-05	20.04534	intergenic	n/a
810393	8.54E-05	0.6325725	-	hypothetical protein
1670083	8.56E-05	1.974266	mvaA	3-hydroxy-3-methylglutaryl-coenzyme A reductase
1550719	8.68E-05	Inf	pepQ	Xaa-Pro dipeptidase
1550833	8.68E-05	Inf	pepQ	Xaa-Pro dipeptidase
1551049	8.68E-05	Inf	pepQ	Xaa-Pro dipeptidase
283202	8.73E-05	22.73047	ugl	unsaturated glucuronyl hydrolase
202936	8.75E-05	0.2967213	adk	adenylate kinase
281746	9.00E-05	20.04534	idnO	gluconate 5-dehydrogenase
173340	9.00E-05	Inf	-	hypothetical protein
2080305	9.04E-05	2.43523	malA	maltodextrose utilization protein MalA
1022898	9.06E-05	0.6121373	-	hypothetical protein
783861	9.09E-05	2.280175	-	cysteine desulfhydrase
2090394	9.13E-05	2.143917	hisS	histidyl-tRNA synthetase
537485	9.13E-05	0.9558875	-	phosphoesterase
1308117	9.14E-05	Inf	aroA	3-phosphoshikimate 1-carboxyvinyltransferase
1343556	9.14E-05	Inf	-	acyl-ACP thioesterase
202596	9.14E-05	0.3149432	adk	adenylate kinase
188122	9.14E-05	Inf	nrdD	anaerobic ribonucleoside triphosphate reductase
1544030	9.14E-05	Inf	-	DEAD/DEAH box helicase
1077722	9.14E-05	Inf	recN	DNA repair protein
2121642	9.14E-05	Inf	-	fucosidase
276519	9.14E-05	Inf	-	hyaluronate lyase
1345498	9.14E-05	Inf	-	hypothetical protein
280771	9.14E-05	Inf	-	hypothetical protein
280947	9.14E-05	Inf	-	hypothetical protein
1553073	9.14E-05	Inf	-	hypothetical protein
579296	9.14E-05	Inf	-	hypothetical protein
1542062	9.14E-05	Inf	-	isochorismatase family protein
1680234	9.14E-05	3.334552	priA	primosome assembly protein PriA
1542711	9.14E-05	Inf	codY	transcriptional repressor CodY
1550749	9.14E-05	Inf	pepQ	Xaa-Pro dipeptidase
1550773	9.14E-05	Inf	pepQ	Xaa-Pro dipeptidase
911250	9.14E-05	Inf	intergenic	n/a
2119358	9.14E-05	Inf	intergenic	n/a
1136656	9.36E-05	0.6585893	-	LicB-family membrane protein
236453	9.44E-05	0.4781401	glmS	glucosamine--fructose-6-phosphate aminotransferase
98655	9.47E-05	1.668472	-	hypothetical protein
437696	9.65E-05	0.4390743	-	endo-beta-N-acetylglucosaminidase
2124871	9.66E-05	0	arcA	arginine deiminase
1987512	9.66E-05	0	intergenic	n/a
1046915	9.84E-05	1.374551	-	multidrug resistance protein
2152059	9.86E-05	1.099148	-	MarR family transcriptional regulator
894949	0.0001	1.405672	-	amino acid permease
1805405	0.0001005	0.6351092	-	hypothetical protein
812029	0.0001012	0.6725599	-	permease
904467	0.0001013	0.6320375	pepT	peptidase T
92542	0.0001028	Inf	rpsD	30S ribosomal protein S4
1671678	0.0001028	Inf	mvaS	3-hydroxy-3-methylglutaryl coenzyme A synthase
988702	0.0001028	Inf	rpmA	50S ribosomal protein L27
1064834	1.03E-04	52.86516	lacG2	6-phospho-beta-galactosidase
1064804	0.0001028	Inf	lacG2	6-phospho-beta-galactosidase
1291736	0.0001028	Inf	-	ABC transporter ATP-binding protein
1628927	0.0001028	Inf	-	ABC transporter permease
1435098	0.0001028	Inf	-	aminodeoxychorismate lyase
1434998	0.0001028	Inf	-	aminodeoxychorismate lyase
1434961	0.0001028	Inf	-	aminodeoxychorismate lyase
1434758	1.03E-04	Inf	-	aminodeoxychorismate lyase
1434425	0.0001028	Inf	-	aminodeoxychorismate lyase
1434179	0.0001028	Inf	-	aminodeoxychorismate lyase
1433912	0.0001028	Inf	-	aminodeoxychorismate lyase
1433744	0.0001028	Inf	-	aminodeoxychorismate lyase
1433668	0.0001028	Inf	-	aminodeoxychorismate lyase
1435203	0.0001028	Inf	-	aminodeoxychorismate lyase
1442207	0.0001028	Inf	-	aminotransferase
1148862	0.0001028	Inf	pyrB	aspartate carbamoyltransferase catalytic subunit
210679	0.0001028	1.636186	-	ATP-binding component of ABC transporter
1438305	0.0001028	Inf	-	ATP-binding protein
1438111	0.0001028	Inf	-	ATP-binding protein
1437871	0.0001028	Inf	-	ATP-binding protein
727064	0.0001028	Inf	clpE	ATP-dependent Clp protease ATP-binding subunit
974946	0.0001028	Inf	pcrA	ATP-dependent DNA helicase
1020015	0.0001028	Inf	addA	ATP-dependent exonuclease subunit A
1017078	0.0001028	Inf	addB	ATP-dependent exonuclease subunit B
76101	0.0001028	Inf	-	beta-galactosidase
235074	0.0001028	Inf	-	beta-glucosidase
989858	0.0001028	Inf	ribC	bifunctional riboflavin kinase/FMN adenylyltransferase
95009	0.0001028	Inf	-	binding-protein-dependent transport system membrane protein
95255	0.0001028	Inf	-	binding-protein-dependent transport system membrane protein
1787245	0.0001028	Inf	-	cation transporter
2068515	0.0001028	Inf	-	cation transporting ATPase
1602313	0.0001028	Inf	-	cell-division protein DivIVA
1602061	0.0001028	Inf	-	cell-division protein DivIVA
1602178	0.0001028	Inf	-	cell-division protein DivIVA
1602271	0.0001028	Inf	-	cell-division protein DivIVA
2220869	0.0001028	Inf	parB	chromosome partitioning protein ParB
633199	0.0001028	Inf	-	coenzyme
633111	0.0001028	0.5425908	-	coenzyme
1930015	0.0001028	Inf	endA	competence associated endonuclease
2010535	0.0001028	Inf	-	competence protein
2011421	0.0001028	Inf	-	competence protein
2011151	0.0001028	Inf	-	competence protein
432895	0.0001028	Inf	pyrG	CTP synthetase
1443255	0.0001028	Inf	-	cystathionine gamma-synthase
1443282	0.0001028	Inf	-	cystathionine gamma-synthase
1443072	0.0001028	Inf	-	cystathionine gamma-synthase
1442910	0.0001028	Inf	-	cystathionine gamma-synthase
1443137	0.0001028	Inf	-	cystathionine gamma-synthase
1443705	0.0001028	Inf	-	cystathionine gamma-synthase
1443654	0.0001028	Inf	-	cystathionine gamma-synthase
2152607	0.0001028	Inf	dltD	D-alanyl-lipoteichoic acid biosynthesis protein
910449	0.0001028	Inf	dapA	dihydrodipicolinate synthase
548846	0.0001028	Inf	pepV	dipeptidase PepV
40373	0.0001028	Inf	polA	DNA polymerase I
800935	0.0001028	Inf	dnaE	DNA polymerase III DnaE
413646	0.0001028	Inf	dinB	DNA polymerase IV
1077566	0.0001028	Inf	recN	DNA repair protein
1131717	0.0001028	Inf	topA	DNA topoisomerase I
2167527	0.0001028	Inf	-	DNA-binding protein
1921446	0.0001028	Inf	rpoC	DNA-directed RNA polymerase subunit beta'
1581103	0.0001028	Inf	-	D-tyrosyl-tRNA(Tyr) deacylase
864860	0.0001028	50.9523	lytB	endo-beta-N-acetylglucosaminidase
864322	0.0001028	50.9523	lytB	endo-beta-N-acetylglucosaminidase
1535239	0.0001028	Inf	-	exported choline-binding glycosyl hydrolase
1332610	0.0001028	Inf	-	extracellular amino acid-binding protein
1447378	0.0001028	Inf	-	extracellular oligopeptide-binding protein
1447327	0.0001028	Inf	-	extracellular oligopeptide-binding protein
1446169	0.0001028	Inf	-	extracellular oligopeptide-binding protein
1429981	0.0001028	Inf	atpB	F0F1 ATP synthase subunit A
1430744	0.0001028	Inf	atpE	F0F1 ATP synthase subunit C
866533	0.0001028	45.27982	fbpS	fibronectin/fibrinogen-binding protein adherence and virulence protein A
531022	1.03E-04	Inf	-	flavocytochrome
2165986	0.0001028	Inf	glpK	glycerol kinase
2165233	0.0001028	Inf	glpK	glycerol kinase
2165104	0.0001028	Inf	glpK	glycerol kinase
2165641	0.0001028	Inf	glpK	glycerol kinase
2165608	0.0001028	Inf	glpK	glycerol kinase
2165332	0.0001028	Inf	glpK	glycerol kinase
2165311	0.0001028	Inf	glpK	glycerol kinase
1008386	0.0001028	Inf	-	glycogen biosynthesis protein
883879	0.0001028	Inf	-	glycosyl hydrolase
964096	0.0001028	Inf	-	glycosyltransferase
1396498	0.0001028	Inf	glyS	glycyl-tRNA synthetase subunit beta
1551107	1.03E-04	Inf	-	GNAT family acetyltransferase
1435744	0.0001028	Inf	-	GNAT family acetyltransferase
1435588	0.0001028	Inf	-	GNAT family acetyltransferase
1435573	0.0001028	Inf	-	GNAT family acetyltransferase
1436174	0.0001028	Inf	-	GNAT family acetyltransferase. GNAT family acetyltransferase
73395	0.0001028	Inf	-	GntR family transcriptional regulator
1892070	0.0001028	Inf	-	hypothetical protein
2009412	0.0001028	Inf	-	hypothetical protein
2009350	0.0001028	Inf	-	hypothetical protein
2009317	0.0001028	Inf	-	hypothetical protein
2009049	0.0001028	Inf	-	hypothetical protein
1452364	0.0001028	Inf	-	hypothetical protein
1451794	0.0001028	Inf	-	hypothetical protein
1451749	0.0001028	Inf	-	hypothetical protein
1451709	0.0001028	Inf	-	hypothetical protein
1451664	0.0001028	Inf	-	hypothetical protein
1453818	0.0001028	Inf	-	hypothetical protein
1453958	0.0001028	Inf	-	hypothetical protein
1636677	0.0001028	Inf	-	hypothetical protein
2006692	1.03E-04	Inf	-	hypothetical protein
1329841	0.0001028	Inf	-	hypothetical protein
1569983	0.0001028	Inf	-	hypothetical protein
2012396	0.0001028	Inf	-	hypothetical protein
1956459	0.0001028	Inf	-	hypothetical protein
2007361	0.0001028	Inf	-	hypothetical protein
2007241	0.0001028	Inf	-	hypothetical protein
1602911	0.0001028	1.641065	-	hypothetical protein
299315	0.0001028	Inf	-	hypothetical protein
423812	0.0001028	Inf	-	hypothetical protein
615097	0.0001028	Inf	-	hypothetical protein
1683647	0.0001028	Inf	-	hypothetical protein
2026175	0.0001028	Inf	-	hypothetical protein
2026070	1.03E-04	Inf	-	hypothetical protein
684240	0.0001028	Inf	-	hypothetical protein
1150942	0.0001028	Inf	-	hypothetical protein
1603209	0.0001028	1.406079	-	hypothetical protein
615710	0.0001028	Inf	-	hypothetical protein
1933149	0.0001028	Inf	-	hypothetical protein
2027114	0.0001028	Inf	-	hypothetical protein
1422488	0.0001028	Inf	-	hypothetical protein
207073	0.0001028	Inf	-	hypothetical protein
557591	0.0001028	Inf	-	hypothetical protein
155867	0.0001028	Inf	-	hypothetical protein
723653	0.0001028	Inf	-	hypothetical protein
12061	0.0001028	Inf	hpt	hypoxanthine-guanine phosphoribosyltransferase
1788640	0.0001028	Inf	-	inner membrane component of ABC transporter
1067088	0.0001028	Inf	lacE2	lactose-specific phosphotransferase system (PTS), IIBC component 2
2134388	0.0001028	Inf	fucI	L-fucose isomerase
632059	0.0001028	Inf	lctO	L-lactate oxidase
111118	0.0001028	Inf	sdhB	L-serine dehydratase, beta chain
111618	0.0001028	Inf	sdhB	L-serine dehydratase, beta chain
238254	0.0001028	Inf	-	luciferase-like monooxygenase
238422	0.0001028	Inf	-	luciferase-like monooxygenase
2078178	0.0001028	Inf	malC	maltose/maltodextrin ABC transport system permease protein
1453157	0.0001028	Inf	ppaC	manganese-dependent inorganic pyrophosphatase
1453355	0.0001028	Inf	ppaC	manganese-dependent inorganic pyrophosphatase
1453601	0.0001028	Inf	ppaC	manganese-dependent inorganic pyrophosphatase
1678600	0.0001028	Inf	fmt	methionyl-tRNA formyltransferase
698564	0.0001028	Inf	metG	methionyl-tRNA synthetase
870753	0.0001028	Inf	pmrA	multi-drug resistance efflux pump
1741125	0.0001028	Inf	-	oligopeptidase
1382451	0.0001028	Inf	def	peptide deformylase
1295235	0.0001028	Inf	msrAB	peptide methionine sulfoxide reductase
1142644	0.0001028	Inf	-	phosphotransferase LicD2
515423	0.0001028	Inf	pnpA	polynucleotide phosphorylase/polyadenylase
1141037	0.0001028	Inf	-	polysaccharide biosynthesis flippase
1449119	0.0001028	Inf	-	polysaccharide biosynthesis protein
1449078	0.0001028	Inf	-	polysaccharide biosynthesis protein
1449015	0.0001028	Inf	-	polysaccharide biosynthesis protein
1448760	1.03E-04	Inf	-	polysaccharide biosynthesis protein
1448703	0.0001028	Inf	-	polysaccharide biosynthesis protein
1448358	0.0001028	Inf	-	polysaccharide biosynthesis protein
1448151	0.0001028	Inf	-	polysaccharide biosynthesis protein
1310353	0.0001028	Inf	tyrA	prephenate dehydrogenase
1654612	0.0001028	Inf	dnaI	primosomal protein DnaI
233673	0.0001028	Inf	proS	prolyl-tRNA synthetase
233973	0.0001028	Inf	proS	prolyl-tRNA synthetase
233856	0.0001028	Inf	proS	prolyl-tRNA synthetase
233721	0.0001028	Inf	proS	prolyl-tRNA synthetase
233694	0.0001028	Inf	proS	prolyl-tRNA synthetase
1001689	0.0001028	Inf	-	pullulanase
90505	0.0001028	Inf	-	response regulator protein
1678260	0.0001028	Inf	-	ribosomal RNA small subunit methyltransferase
590345	0.0001028	Inf	-	sensor histidine kinase
1096040	0.0001028	Inf	vicK	sensor histidine kinase
1457565	0.0001028	Inf	ssb	single-stranded DNA-binding protein
1441458	0.0001028	Inf	-	SNF-family helicase
1440929	0.0001028	Inf	-	SNF-family helicase
1438985	0.0001028	Inf	-	SNF-family helicase
1438872	0.0001028	Inf	-	SNF-family helicase
1438811	0.0001028	Inf	-	SNF-family helicase
1438543	0.0001028	Inf	-	SNF-family helicase
299092	0.0001028	3.580649	luxS	S-ribosylhomocysteinase
1384337	0.0001028	Inf	-	thioredoxin reductase
2025536	0.0001028	Inf	-	threonine synthase
1067634	0.0001028	Inf	lacT2	transcription antiterminator LacT 2
1433416	0.0001028	Inf	greA	transcription elongation factor GreA
1433344	0.0001028	Inf	greA	transcription elongation factor GreA
528488	0.0001028	Inf	-	two-component system, sensor histidine kinase
229976	0.0001028	Inf	uppS	UDP pyrophosphate synthase
1437698	0.0001028	Inf	murC	UDP-N-acetylmuramate--L-alanine ligase
1437594	0.0001028	Inf	murC	UDP-N-acetylmuramate--L-alanine ligase
1436844	0.0001028	Inf	murC	UDP-N-acetylmuramate--L-alanine ligase
1436787	0.0001028	Inf	murC	UDP-N-acetylmuramate--L-alanine ligase
1436430	0.0001028	Inf	murC	UDP-N-acetylmuramate--L-alanine ligase
1450664	0.0001028	Inf	murE	UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase
1451012	0.0001028	Inf	murE	UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase
1450995	0.0001028	Inf	murE	UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase
1450766	0.0001028	Inf	murE	UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase
798496	0.0001028	Inf	pepXP	x-prolyl-dipeptidyl aminopeptidase
2012936	1.03E-04	Inf	-	zinc-binding alcohol dehydrogenase
2013293	0.0001028	Inf	-	zinc-binding alcohol dehydrogenase
2013515	0.0001028	Inf	-	zinc-binding alcohol dehydrogenase
2013527	0.0001028	Inf	-	zinc-binding alcohol dehydrogenase
997478	0.0001028	Inf	intergenic	n/a
1892464	0.0001028	Inf	intergenic	n/a
1441519	0.0001028	Inf	intergenic	n/a
1632666	0.0001028	Inf	intergenic	n/a
1452728	0.0001028	Inf	intergenic	n/a
2166430	1.03E-04	Inf	intergenic	n/a
1636319	0.0001028	Inf	intergenic	n/a
103814	0.0001028	3.462718	intergenic	n/a
1448029	0.0001028	Inf	intergenic	n/a
1388142	1.03E-04	Inf	intergenic	n/a
1690156	0.0001028	Inf	intergenic	n/a
126219	0.0001028	Inf	intergenic	n/a
859006	1.03E-04	Inf	intergenic	n/a
817072	0.0001028	Inf	intergenic	n/a
2190957	0.0001028	Inf	intergenic	n/a
1414093	0.0001028	Inf	intergenic	n/a
1167059	0.0001028	Inf	intergenic	n/a
1681788	0.0001028	Inf	intergenic	n/a
1068538	0.0001028	Inf	intergenic	n/a
138510	0.0001028	Inf	intergenic	n/a
138333	0.0001028	Inf	intergenic	n/a
137296	0.0001028	Inf	intergenic	n/a
90035	0.0001028	Inf	intergenic	n/a
93052	0.0001028	Inf	intergenic	n/a
1894380	0.0001028	Inf	intergenic	n/a
955980	0.0001028	Inf	intergenic	n/a
37813	0.0001028	Inf	intergenic	n/a
632616	0.0001028	Inf	intergenic	n/a
1435400	0.0001028	Inf	intergenic	n/a
1435342	0.0001028	Inf	intergenic	n/a
111787	0.0001028	Inf	intergenic	n/a
1583467	0.0001028	Inf	intergenic	n/a
930998	0.0001028	Inf	intergenic	n/a
776772	0.0001062	0.06202083	-	DeoR family regulatory protein
766065	0.0001062	0	dnaH	DNA polymerase III subunits gamma/tau
2068179	0.0001066	0.6812103	-	cation transporting ATPase
155917	0.0001087	0.32696	-	hypothetical protein
1399039	0.0001088	1.112002	glyQ	glycyl-tRNA synthetase subunit alpha
2065881	0.0001094	0.8999847	tyrS	tyrosyl-tRNA synthetase
1917486	0.0001096	4.4835	intergenic	n/a
453960	0.0001101	0.6224594	-	hypothetical protein
560838	0.0001116	1.243629	intergenic	n/a
1778535	0.0001121	0.5273073	trpB	tryptophan synthase subunit beta
876795	0.0001144	3.631114	pepB	oligopeptidase
1976309	0.0001154	0.480239	-	RNA pseudouridylate synthase
189464	0.0001162	0.2840978	-	GNAT family acetyltransferase
484578	0.0001163	0.2051731	-	hypothetical protein
1749975	0.0001166	0.3013295	intergenic	n/a
1670945	0.0001167	0.5528318	mvaS	3-hydroxy-3-methylglutaryl coenzyme A synthase
1837109	0.0001171	0.5243413	-	deoxyribonucleotide triphosphate pyrophosphatase/hypothetical protein
176313	0.0001195	Inf	uvrA	excinuclease ABC subunit A
654703	0.0001201	0.3243312	-	fatty-acid binding protein
1561649	0.0001208	0.392814	-	FAD dependent oxidoreductase
436799	0.0001218	0.5762937	-	endo-beta-N-acetylglucosaminidase
1623271	0.0001218	1.78096	-	sugar phosphotransferase system (PTS), IIBC component
766487	0.0001223	0.6806541	dnaH	DNA polymerase III subunits gamma/tau
232458	0.0001235	2.077696	proS	prolyl-tRNA synthetase
1450513	0.000124	0.3523839	murE	UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase
287382	0.0001283	2.096709	-	heparinase II/III-like protein
290845	0.0001308	Inf	mraW	S-adenosyl-methyltransferase MraW
1926440	0.0001312	2.948637	rpoB	DNA-directed RNA polymerase subunit beta
1642305	0.0001325	0.2702507	acpS	4'-phosphopantetheinyl transferase
173259	0.0001334	1.028561	-	hypothetical protein
285460	0.0001334	Inf	agaD	N-acetylgalactosamine-specific phosphotransferase system (PTS), IID component
296427	0.0001343	Inf	clpL	ATP-dependent protease ATP-binding subunit ClpL
297255	0.0001343	Inf	clpL	ATP-dependent protease ATP-binding subunit ClpL
297369	0.0001343	Inf	clpL	ATP-dependent protease ATP-binding subunit ClpL
297567	0.0001343	5.559488	clpL	ATP-dependent protease ATP-binding subunit ClpL
107574	0.0001343	0	-	polysaccharide biosynthesis protein
543353	0.0001343	Inf	-	protease
1798153	0.0001343	Inf	-	sortase-sorted surface anchored protein
1571047	0.0001347	1.106315	-	hypothetical protein
211640	0.000136	1.575172	intergenic	n/a
1986775	0.0001365	1.185978	licC	PTS system, lichenan-specific IIc component
703286	0.0001369	0.7331626	-	NUDIX family protein
2051435	0.0001374	1.088596	-	lipoprotein
442106	0.0001382	2.326054	-	hypothetical protein
1975082	0.0001382	1.304516	pbp2A	penicillin-binding protein 2a
454148	0.0001393	1.408236	-	hypothetical protein
1937985	0.0001393	3.923261	-	OxaA-like protein precursor
1672148	0.0001401	0.6884441	-	hypothetical protein
1603128	0.0001411	2.080109	-	hypothetical protein
1353785	0.0001425	8.437137	nadE	NAD synthetase
519423	0.0001433	0.6095059	cysS	cysteinyl-tRNA synthetase
2045946	0.0001453	1.229015	argS	arginyl-tRNA synthetase
1047397	0.0001454	1.092443	-	multidrug resistance protein
208002	0.000149	0.3296038	-	phosphoglycerate mutase family protein
175927	0.0001502	6.459788	uvrA	excinuclease ABC subunit A
1091862	0.0001513	0.4651189	ldh	L-lactate dehydrogenase
1419909	0.0001528	0.4681953	-	amino acid ABC transporter ATP-binding protein
339468	0.0001551	Inf	gnd	6-phosphogluconate dehydrogenase
339189	0.0001551	Inf	gnd	6-phosphogluconate dehydrogenase
1434524	0.0001551	Inf	-	aminodeoxychorismate lyase
368473	0.0001551	Inf	-	bacteriocin production protein
1754717	0.0001551	Inf	-	beta-fructofuranosidase
235017	0.0001551	Inf	-	beta-glucosidase
328477	0.0001551	Inf	-	cell wall surface anchored protein
1837693	0.0001551	Inf	-	deoxyribonucleotide triphosphate pyrophosphatase/hypothetical protein
369372	0.0001551	Inf	mutS2	DNA mismatch repair protein
370947	0.0001551	Inf	mutS2	DNA mismatch repair protein
369388	0.0001551	Inf	mutS2	DNA mismatch repair protein
369492	0.0001551	Inf	mutS2	DNA mismatch repair protein
